Zealand Sjællands Erhvervsakademi i Næstved;01-09-2021;;44;Ikke startet;0;Bygningskonstruktør;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2017;Ringsted;31;Ikke startet;0;Serviceøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2020;Næstved;30;Gennemført uddannelse;1;Finansøkonom;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2023;Roskilde;32;Ikke startet;0;Procesteknolog;Teknisk;2022 V
Zealand Sjællands Erhvervsakademi i Køge;01-09-2018;København;27;Gennemført uddannelse;1;Digital Konceptudvikling;IT & Ledelse;2018 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2016;Brøndby;23;Gennemført uddannelse;1;Autoteknolog;Teknisk;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2019;Roskilde;26;Gennemført uddannelse;1;Datamatiker;IT & Ledelse;2019 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2024;Holbæk;30;Ikke startet;0;Laborant;Teknisk;2023 V
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2022;Lyngby-Taarbæk;27;Frafald;0;Bygningskonstruktør;Teknisk;2021 V
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2018;Kalundborg;23;Gennemført uddannelse;1;Finansøkonom;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2017;Solrød;22;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2016;Allerød;21;Gennemført uddannelse;1;Autoteknolog;Teknisk;2016 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2018;Allerød;23;Gennemført uddannelse;1;Innovation & entrepreneurship;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2020;København;25;Ikke startet;0;Laborant;Teknisk;2020 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2021;København;26;Frafald;0;Bygningskonstruktør;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2020;Albertslund;24;Gennemført uddannelse;1;International handel og markedsføring;Merkantil;2019 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2017;Albertslund;22;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-02-2022;Næstved;25;Frafald;0;Laborant;Teknisk;2021 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2018;Næstved;21;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2017 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2017;Tårnby;20;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2016 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2020;Tårnby;24;Gennemført uddannelse;1;International handel og markedsføring;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2018;Hillerød;22;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2021;Aarhus;25;Ikke startet;0;Urban Landsskabsingeniør;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2019;København;22;Gennemført uddannelse;1;International handel og markedsføring;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2017;København;20;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2018;Næstved;21;Gennemført uddannelse;1;Finansøkonom;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2021;Holbæk;24;Gennemført uddannelse;1;International handel og markedsføring;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2019;Holbæk;22;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2018;Albertslund;21;Frafald;0;International handel og markedsføring;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2020;Gribskov;22;Frafald;0;Bygningskonstruktør;Teknisk;2020 S
Zealand Sjællands Erhvervsakademi i Roskilde (e-læring);01-02-2021;Køge;22;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2020 V
Zealand Sjællands Erhvervsakademi i Køge;01-09-2023;Køge;25;Ikke startet;0;Digital Konceptudvikling;IT & Ledelse;2023 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2021;Roskilde;23;Gennemført uddannelse;1;International handel og markedsføring;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2019;Roskilde;21;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2017;Albertslund;19;Frafald;0;Markedsføringsøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2024;København;24;Fastholdt;1;Datamatiker;IT & Ledelse;2023 V
Zealand Sjællands Erhvervsakademi i Køge;01-09-2020;Slagelse;21;Frafald;0;Logistikøkonom;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2021;København;22;Gennemført uddannelse;1;Digital konceptudvikling;IT & Ledelse;2021 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2018;København;19;Frafald;0;Serviceøkonom;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2019;København;19;Frafald;0;Markedsføringsøkonom;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2021;Ishøj;20;Frafald;0;Finansøkonom;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Køge;01-02-2022;Ishøj;20;Ikke startet;0;Serviceøkonom;Merkantil;2021 V
Zealand Sjællands Erhvervsakademi i Køge;01-09-2020;;19;Frafald;0;Logistikøkonom;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2021;Høje Taastrup;19;Frafald;0;Bygningskonstruktør;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2017;Lyngby-Taarbæk;43;Frafald;0;Digital Konceptudvikling;IT & Ledelse;2017 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2020;Slagelse;44;Gennemført uddannelse;1;Bygningskonstruktør;Teknisk;2020 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2016;Kalundborg;39;Ikke startet;0;Finansøkonom;Merkantil;2016 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2017;Guldborgsund;38;Gennemført uddannelse;1;Finansøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2022;Guldborgsund;42;Ikke startet;0;Bygningskonstruktør;Teknisk;2022 S
Zealand Sjællands Erhvervsakademi i Nykøbing F;01-09-2022;Guldborgsund;42;Frafald;0;Multimediedesigner;IT & Ledelse;2022 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2020;Hillerød;40;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-02-2020;Slagelse;34;Gennemført uddannelse;1;Laborant;Teknisk;2019 V
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2018;Slagelse;29;Frafald;0;Bygningskonstruktør;Teknisk;2017 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2019;Hvidovre;29;Gennemført uddannelse;1;Procesteknolog;Teknisk;2018 V
Zealand Sjællands Erhvervsakademi i Slagelse;01-02-2022;Slagelse;29;Frafald;0;Laborant;Teknisk;2021 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2019;Holstebro;26;Frafald;0;Markedsføringsøkonom;Merkantil;2018 V
Zealand Sjællands Erhvervsakademi i Køge;01-09-2019;Høje Taastrup;27;Gennemført uddannelse;1;Autoteknolog;Teknisk;2019 S
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2019;Vordingborg;24;Gennemført uddannelse;1;Bygningskonstruktør;Teknisk;2018 V
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2018;Faxe;24;Gennemført uddannelse;1;Produktionsteknolog;Teknisk;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2018;Hillerød;22;Gennemført uddannelse;1;Datamatiker;IT & Ledelse;2017 V
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2020;København;25;Frafald;0;Serviceøkonom;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2021;Ringsted;26;Frafald;0;Serviceøkonom;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2020;Ringsted;25;Frafald;0;Markedsføringsøkonom;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2023;København;27;Ikke startet;0;Markedsføringsøkonom;Merkantil;2022 V
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2016;Lolland;21;Gennemført uddannelse;1;Jordbrugsteknolog;Teknisk;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2016;Frederikssund;20;Gennemført uddannelse;1;Datamatiker;IT & Ledelse;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2018;Solrød;22;Gennemført uddannelse;1;Datamatiker;IT & Ledelse;2018 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2019;Sorø;23;Frafald;0;Handelsøkonom;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2017;Roskilde;19;Gennemført uddannelse;1;Bygningskonstruktør;Teknisk;2016 V
Zealand Sjællands Erhvervsakademi i Roskilde (e-læring);01-09-2023;Kalundborg;26;Frafald;0;Markedsføringsøkonom;Merkantil;2023 S
Zealand Sjællands Erhvervsakademi i Nykøbing F;01-09-2022;Guldborgsund;25;Frafald;0;Multimediedesigner;IT & Ledelse;2022 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2021;Holbæk;24;Gennemført uddannelse;1;Jordbrugsteknolog;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2020;Furesø;21;Gennemført uddannelse;1;Bygningskonstruktør;Teknisk;2019 V
Zealand Sjællands Erhvervsakademi i Slagelse;01-02-2021;Roskilde;22;Gennemført uddannelse;1;Laborant;Teknisk;2020 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2020;København;21;Ikke startet;0;International handel og markedsføring;Merkantil;2019 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2018;København;19;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2017 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2019;Gladsaxe;21;Frafald;0;International handel og markedsføring;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2017;København;19;Gennemført uddannelse;1;Multimediedesigner;IT & Ledelse;2017 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2017;Gladsaxe;19;Gennemført uddannelse;1;Logistikøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2022;Hvidovre;23;Frafald;0;Jordbrugsteknolog;Teknisk;2022 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2021;København;22;Gennemført uddannelse;1;Digital konceptudvikling;IT & Ledelse;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2020;Ringsted;21;Gennemført uddannelse;1;Datamatiker;IT & Ledelse;2020 S
Zealand Sjællands Erhvervsakademi i Holbæk;01-09-2023;Holbæk;22;Fastholdt;1;Finansøkonom;Merkantil;2023 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2021;Faxe;20;Gennemført uddannelse;1;Finansøkonom;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2021;Slagelse;20;Gennemført uddannelse;1;Produktionsteknolog;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Næstved (e-læring);01-02-2023;Holbæk;21;Frafald;0;Bygningskonstruktør;Teknisk;2022 V
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2022;Ballerup;19;Frafald;0;Bygningskonstruktør;Teknisk;2021 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2017;Roskilde;46;Gennemført uddannelse;1;Procesteknolog;Teknisk;2017 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2019;Ringsted;37;Frafald;0;Elinstallatør;Teknisk;2019 S
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2022;Egedal;39;Frafald;0;Bygningskonstruktør;Teknisk;2021 V
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2022;Albertslund;34;Frafald;0;Bygningskonstruktør;Teknisk;2021 V
Zealand Sjællands Erhvervsakademi i Køge;01-09-2017;København;30;Frafald;0;Digital Konceptudvikling;IT & Ledelse;2017 S
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2022;Slagelse;33;Frafald;0;Bygningskonstruktør;Teknisk;2021 V
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2018;Køge;28;Gennemført uddannelse;1;Bygningskonstruktør;Teknisk;2017 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2016;Roskilde;27;Gennemført uddannelse;1;Datamatiker;IT & Ledelse;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2023;Ballerup;34;Frafald;0;Urban Landsskabsingeniør;Teknisk;2023 S
Zealand Sjællands Erhvervsakademi i Holbæk;01-09-2022;Ballerup;33;Frafald;0;Finansøkonom;Merkantil;2022 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2022;Ballerup;33;Frafald;0;Økonomi og IT;Merkantil;2022 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2021;Ballerup;32;Frafald;0;Bygningskonstruktør;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2016;Greve;26;Frafald;0;Serviceøkonom;Merkantil;2016 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2020;Greve;30;Frafald;0;Innovation & entrepreneurship;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2018;København;27;Gennemført uddannelse;1;International handel og markedsføring;Merkantil;2017 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2016;København;25;Gennemført uddannelse;1;Procesteknolog;Teknisk;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2023;Slagelse;31;Ikke startet;0;Markedsføringsøkonom;Merkantil;2022 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2017;Kalundborg;25;Gennemført uddannelse;1;Laborant;Teknisk;2017 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2017;Køge;25;Gennemført uddannelse;1;Logistikøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2022;Randers;28;Ikke startet;0;Markedsføringsøkonom;Merkantil;2021 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2016;København;23;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2018;København;25;Ikke startet;0;International handel og markedsføring;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2018;Randers;24;Frafald;0;Markedsføringsøkonom;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2016;Viborg;21;Gennemført uddannelse;1;Urban Landsskabsingeniør;Teknisk;2016 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2019;Ringsted;24;Gennemført uddannelse;1;Finansøkonom;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2020;København;24;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2019 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2017;Furesø;22;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Køge;01-02-2023;København;27;Ikke startet;0;Serviceøkonom;Merkantil;2022 V
Zealand Sjællands Erhvervsakademi i Køge;01-09-2018;Hillerød;22;Frafald;0;Multimediedesigner;IT & Ledelse;2018 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2017;Slagelse;21;Gennemført uddannelse;1;Multimediedesigner;IT & Ledelse;2017 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2016;Ringsted;20;Gennemført uddannelse;1;Finansøkonom;Merkantil;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2021;Gladsaxe;25;Gennemført uddannelse;1;International handel og markedsføring;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2020;København;24;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2016;Gladsaxe;20;Gennemført uddannelse;1;Datamatiker;IT & Ledelse;2016 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2019;Høje Taastrup;22;Frafald;0;Serviceøkonom;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2018;Høje Taastrup;21;Gennemført uddannelse;1;Finansøkonom;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2020;Næstved;22;Gennemført uddannelse;1;Bygningskonstruktør;Teknisk;2020 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2021;Lyngby-Taarbæk;23;Gennemført uddannelse;1;Multimediedesigner;IT & Ledelse;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2019;Roskilde;21;Frafald;0;Markedsføringsøkonom;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2021;København;23;Gennemført uddannelse;1;International handel og markedsføring;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2021;København;23;Ikke startet;0;International handel og markedsføring;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2018;Ishøj;20;Gennemført uddannelse;1;Finansøkonom;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2020;Slagelse;21;Frafald;0;Markedsføringsøkonom;Merkantil;2019 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2021;Helsingør;21;Ikke startet;0;Markedsføringsøkonom;Merkantil;2020 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2017;Roskilde;18;Frafald;0;Markedsføringsøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2020;Brøndby;21;Frafald;0;Handelsøkonom;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2022;Brøndby;22;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2021 V
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2021;Slagelse;22;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2021;Guldborgsund;22;Frafald;0;Bygningskonstruktør;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2021;Næstved;21;Frafald;0;Bygningskonstruktør;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2021;Høje Taastrup;20;Gennemført uddannelse;1;Datamatiker;IT & Ledelse;2021 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2021;Slagelse;20;Frafald;0;Logistikøkonom;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2022;Gladsaxe;18;Frafald;0;Bygningskonstruktør;Teknisk;2021 V
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2021;Næstved;47;Ikke startet;0;Datamatiker;IT & Ledelse;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2023;Hørsholm;48;Fastholdt;1;Procesteknolog;Teknisk;2023 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2018;Faxe;39;Gennemført uddannelse;1;Jordbrug;Teknisk;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2020;København;39;Frafald;0;Datamatiker;IT & Ledelse;2020 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2018;Hillerød;33;Gennemført uddannelse;1;Urban Landsskabsingeniør;Teknisk;2018 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2018;Slagelse;32;Gennemført uddannelse;1;Multimediedesigner;IT & Ledelse;2018 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2020;Faxe;32;Gennemført uddannelse;1;Finansøkonom;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2023;Høje Taastrup;33;Frafald;0;IT-teknolog;IT & Ledelse;2023 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2016;Slagelse;26;Frafald;0;Multimediedesigner;IT & Ledelse;2016 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2016;Næstved;25;Gennemført uddannelse;1;Handelsøkonom;Merkantil;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2021;København;29;Gennemført uddannelse;1;International handel og markedsføring;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2021;København;29;Ikke startet;0;Urban Landsskabsingeniør;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2019;Køge;27;Gennemført uddannelse;1;Datamatiker;IT & Ledelse;2019 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2016;København;22;Gennemført uddannelse;1;Multimediedesigner;IT & Ledelse;2016 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2016;Vordingborg;22;Gennemført uddannelse;1;Handelsøkonom;Merkantil;2016 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2018;Vordingborg;24;Gennemført uddannelse;1;Innovation & entrepreneurship;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2019;Viborg;24;Gennemført uddannelse;1;Serviceøkonom;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2017;Køge;22;Frafald;0;Serviceøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2017;København;21;Frafald;0;Finansøkonom;Merkantil;2017 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2016;København;20;Gennemført uddannelse;1;Administrationsøkonom;Merkantil;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2022;Hillerød;26;Frafald;0;Datamatiker;IT & Ledelse;2022 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2018;Tårnby;21;Gennemført uddannelse;1;Multimediedesigner;IT & Ledelse;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2016;Roskilde;19;Frafald;0;Markedsføringsøkonom;Merkantil;2016 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2016;Køge;19;Frafald;0;Multimediedesigner;IT & Ledelse;2016 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2020;København;22;Frafald;0;Bygningskonstruktør;Teknisk;2020 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2022;København;23;Ikke startet;0;Digital Konceptudvikling;IT & Ledelse;2022 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2022;Roskilde;22;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2021 V
Zealand Sjællands Erhvervsakademi i Køge;01-09-2019;Køge;20;Frafald;0;Multimediedesigner;IT & Ledelse;2019 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2021;Næstved;21;Gennemført uddannelse;1;Finansøkonom;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Køge;01-02-2021;Slagelse;20;Frafald;0;Serviceøkonom;Merkantil;2020 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2021;;19;Frafald;0;Markedsføringsøkonom;Merkantil;2020 V
Zealand Sjællands Erhvervsakademi i Køge;01-09-2023;Brøndby;21;Frafald;0;Logistikøkonom;Merkantil;2023 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2017;Lejre;55;Frafald;0;Datamatiker;IT & Ledelse;2017 S
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2023;Solrød;55;Frafald;0;Bygningskonstruktør;Teknisk;2022 V
Zealand Sjællands Erhvervsakademi i Køge;01-02-2021;Vordingborg;46;Frafald;0;Serviceøkonom;Merkantil;2020 V
Zealand Sjællands Erhvervsakademi i Køge;01-09-2021;Holbæk;38;Gennemført uddannelse;1;Digital Konceptudvikling;IT & Ledelse;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2019;Holbæk;36;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2019 S
Zealand Sjællands Erhvervsakademi i Næstved (e-læring);01-09-2020;Næstved;29;Gennemført uddannelse;1;Bygningskonstruktør;Teknisk;2020 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2018;Slagelse;27;Gennemført uddannelse;1;Serviceøkonom;Merkantil;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2021;København;29;Gennemført uddannelse;1;Procesteknolog;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Slagelse;01-09-2021;København;29;Frafald;0;Jordbrugsteknolog;Teknisk;2021 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2023;Stevns;30;Frafald;0;Handelsøkonom;Merkantil;2023 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2018;København;25;Gennemført uddannelse;1;Digital Konceptudvikling;IT & Ledelse;2018 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2019;København;25;Ikke startet;0;Laborant;Teknisk;2019 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2018;;23;Frafald;0;Markedsføringsøkonom;Merkantil;2017 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2017;Greve;22;Frafald;0;Webudvikling;IT & Ledelse;2017 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2020;København;24;Frafald;0;Laborant;Teknisk;2019 V
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2016;;21;Ikke startet;0;Markedsføringsøkonom;Merkantil;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2017;København;20;Gennemført uddannelse;1;Markedsføringsøkonom;Merkantil;2016 V
Zealand Sjællands Erhvervsakademi i Næstved;01-02-2019;København;22;Ikke startet;0;Bygningskonstruktør;Teknisk;2018 V
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2016;Faxe;19;Gennemført uddannelse;1;Finansøkonom;Merkantil;2016 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-09-2020;København;23;Gennemført uddannelse;1;International handel og markedsføring;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2019;Faxe;21;Frafald;0;Autoteknolog;Teknisk;2019 S
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2020;København;22;Gennemført uddannelse;1;Finansøkonom;Merkantil;2020 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2019;København;21;Frafald;0;Multimediedesigner;IT & Ledelse;2019 S
Zealand Sjællands Erhvervsakademi i Køge;01-09-2021;København;23;Ikke startet;0;Serviceøkonom;Merkantil;2021 S
Zealand Sjællands Erhvervsakademi i Nykøbing F;01-09-2021;Vordingborg;20;Gennemført uddannelse;1;Multimediedesigner;IT & Ledelse;2021 S
Zealand Sjællands Erhvervsakademi i Roskilde;01-02-2023;Albertslund;19;Ikke startet;0;Laborant;Teknisk;2022 V
Zealand Sjællands Erhvervsakademi i Næstved;01-09-2019;Næstved;32;Gennemført uddannelse;1;Finansøkonom;Merkantil;2019 S
